0,-1,691.988731606,129.251731618,42.9855081618,31.1268185904,1,-1,-1,-1
0,-1,758.039023408,84.4376085647,36.1940494885,45.3884322001,1,-1,-1,-1
0,-1,709.46052937,83.8063462559,29.622478502,44.1481147824,1,-1,-1,-1
0,-1,670.154116603,83.6772472351,19.9431988113,21.0149669737,1,-1,-1,-1
0,-1,728.228711541,85.4418627825,20.5813811733,34.8110521625,1,-1,-1,-1
0,-1,746.576454448,83.8376668303,15.3163766871,28.8755271394,1,-1,-1,-1
1,-1,691.680137283,130.786251581,43.3407718583,31.2542430528,1,-1,-1,-1
1,-1,757.224691347,86.0232997342,35.794839917,45.1111076353,1,-1,-1,-1
1,-1,708.108276086,85.6756366175,29.8813892125,42.9409823473,1,-1,-1,-1
1,-1,669.037297469,85.2814431873,19.6241076303,22.1379041402,1,-1,-1,-1
1,-1,727.111892408,87.3668979251,20.2622899923,34.3297933769,1,-1,-1,-1
1,-1,745.619180905,85.9231215681,16.1141046395,28.4744781514,1,-1,-1,-1
1,-1,784.78762337,87.5874748685,16.1539910371,21.0550718725,1,-1,-1,-1
2,-1,690.613443968,126.960548678,43.892578176,31.7295000624,1,-1,-1,-1
2,-1,757.394247325,81.5652297214,36.1840795399,46.8225764449,1,-1,-1,-1
2,-1,707.94754769,81.8223397535,29.2580988635,43.8245108305,1,-1,-1,-1
2,-1,728.34520592,84.2157639394,18.9859252684,34.1693737817,1,-1,-1,-1
2,-1,745.416584102,82.7719875825,15.4759222776,28.3942683538,1,-1,-1,-1
2,-1,785.143436134,82.7719875825,15.6354678681,22.1379041402,1,-1,-1,-1
2,-1,666.44151681,81.6490504159,22.4959282591,22.6191629259,1,-1,-1,-1
3,-1,689.839274112,126.301487592,43.465494784,31.0493695776,1,-1,-1,-1
3,-1,755.94641272,80.6654957422,36.1775672269,46.6333662291,1,-1,-1,-1
3,-1,705.914102243,80.6198352815,30.65739063,44.9637037251,1,-1,-1,-1
3,-1,725.835527684,83.5168276398,21.5386547162,34.1693737817,1,-1,-1,-1
3,-1,744.502361771,81.7522120924,16.7522870015,29.3567859251,1,-1,-1,-1
3,-1,664.091384164,80.6292749259,21.6982003067,22.1379041402,1,-1,-1,-1
3,-1,784.548304984,82.5543100685,15.4759222776,21.977484545,1,-1,-1,-1
4,-1,690.548014336,122.761098216,43.249430272,31.20066324,1,-1,-1,-1
4,-1,756.375001785,77.4320747757,36.3594937834,46.4705605299,1,-1,-1,-1
4,-1,707.543903715,77.351949072,29.8005787165,43.878733272,1,-1,-1,-1
4,-1,664.250929755,77.741722212,24.5700209355,23.2608413068,1,-1,-1,-1
4,-1,726.314164455,79.3459181641,20.5813811733,34.4902129721,1,-1,-1,-1
4,-1,745.140544133,78.0625614024,16.1141046395,28.554687949,1,-1,-1,-1
4,-1,784.867396165,79.6667573546,15.4759222776,21.0149669737,1,-1,-1,-1
5,-1,691.026543834,121.289689243,42.8467161961,30.5486533865,1,-1,-1,-1
5,-1,757.633711738,76.6416573705,35.4459197623,45.8229800797,1,-1,-1,-1
5,-1,707.059006003,75.1298906773,29.4162182467,43.8647330677,1,-1,-1,-1
5,-1,743.953923804,76.3831687649,17.9488789302,28.3240847809,1,-1,-1,-1
5,-1,663.931838574,76.88448,18.6967488856,22.3083499602,1,-1,-1,-1
5,-1,726.472463596,77.8166055777,21.0338424963,33.6818486056,1,-1,-1,-1
6,-1,691.123922734,118.890836653,42.8467161961,31.8215139442,1,-1,-1,-1
6,-1,708.165230312,72.3824701195,29.700564636,44.5501195219,1,-1,-1,-1
6,-1,758.412742942,75.1298906773,34.6513079346,44.8673555378,1,-1,-1,-1
6,-1,662.186808678,71.6207120319,24.9289985141,23.8122836653,1,-1,-1,-1
6,-1,726.180326895,75.8094023904,22.8840416048,33.7797609562,1,-1,-1,-1
6,-1,744.195423477,74.3407171315,18.9888855869,27.4154581673,1,-1,-1,-1
7,-1,690.637028232,115.953466135,43.3336106984,31.3319521912,1,-1,-1,-1
7,-1,659.943198811,70.6494215139,27.1102858841,24.4389227092,1,-1,-1,-1
7,-1,707.308295988,70.6494215139,28.9799607727,44.1780525896,1,-1,-1,-1
7,-1,726.005044874,73.4692972112,21.189648737,34.7784669323,1,-1,-1,-1
7,-1,745.149736701,71.5893800797,15.2690115899,29.4520350598,1,-1,-1,-1
7,-1,756.854680535,70.4242231076,36.0301931649,47.9770517928,1,-1,-1,-1
8,-1,691.298900446,116.905816733,42.3598216939,30.8423904382,1,-1,-1,-1
8,-1,707.853313522,71.8661354582,30.1874591382,44.0605577689,1,-1,-1,-1
8,-1,758.977236256,72.8452589641,35.0564041605,46.5083665339,1,-1,-1,-1
8,-1,661.111441308,70.8870119522,26.7791976226,24.9676494024,1,-1,-1,-1
8,-1,727.839359049,74.1925329084,20.1924887964,34.0891639841,1,-1,-1,-1
8,-1,746.536107935,72.1872879681,15.4559790788,29.326707251,1,-1,-1,-1
8,-1,786.173215572,74.4431885259,15.954559049,20.5537606375,1,-1,-1,-1
9,-1,691.123922734,116.137051793,42.603268945,31.209561753,1,-1,-1,-1
9,-1,757.914162972,71.6207120319,35.1498879049,45.3686667729,1,-1,-1,-1
9,-1,707.059006003,70.8687451793,29.4162182467,43.6140774502,1,-1,-1,-1
9,-1,657.45029896,70.6298390438,25.1432320951,26.9885603187,1,-1,-1,-1
9,-1,727.999364755,73.8766125896,19.444618841,33.3371971315,1,-1,-1,-1
9,-1,744.725164695,70.8804946614,16.7024290045,29.0760516335,1,-1,-1,-1
9,-1,784.089611412,72.8739901195,15.954559049,19.3004825498,1,-1,-1,-1
10,-1,689.74064128,116.868174264,44.072591104,32.703440328,1,-1,-1,-1
10,-1,757.391113344,75.548370384,37.547037696,44.283986352,1,-1,-1,-1
10,-1,706.82430016,73.134755424,31.964029952,44.044148808,1,-1,-1,-1
11,-1,690.802815744,114.929738352,43.38256832,32.651112888,1,-1,-1,-1
